
oi:	repeticiones 211		P= 0.0020821204077403565	I= 8.907730783446956 bits
oj:	repeticiones 10		P= 9.86786923099695e-05	I= 13.306901877266778 bits
ok:	repeticiones 0		P= 0.0	I= 0 bits
ol:	repeticiones 237		P= 0.002338685007746277	I= 8.740086723255882 bits
om:	repeticiones 599		P= 0.0059108536693671734	I= 7.402417779365356 bits
on:	repeticiones 508		P= 0.005012877569346451	I= 7.640145285381975 bits
oo:	repeticiones 21		P= 0.00020722525385093597	I= 12.236512549375382 bits
op:	repeticiones 81		P= 0.000799297407710753	I= 10.288979969269517 bits
oq:	repeticiones 24		P= 0.00023682886154392682	I= 12.043867471432986 bits
or:	repeticiones 873		P= 0.008614649838660338	I= 6.858992128524702 bits
os:	repeticiones 1289		P= 0.01271968343875507	I= 6.29679342379249 bits
ot:	repeticiones 73		P= 0.0007203544538627774	I= 10.439005413274124 bits
ou:	repeticiones 736		P= 0.0072627517540137555	I= 7.105268016097129 bits
ov:	repeticiones 78		P= 0.0007696938000177621	I= 10.343427753291893 bits
ow:	repeticiones 0		P= 0.0	I= 0 bits
ox:	repeticiones 22		P= 0.00021709312308193293	I= 12.169398353516844 bits
oy:	repeticiones 0		P= 0.0	I= 0 bits
oz:	repeticiones 43		P= 0.0004243183769328689	I= 11.202565217452044 bits
o&:	repeticiones 4037		P= 0.03983658808553469	I= 4.649762100673631 bits
pa:	repeticiones 578		P= 0.005703628415516237	I= 7.453904289653463 bits
pb:	repeticiones 0		P= 0.0	I= 0 bits
pc:	repeticiones 0		P= 0.0	I= 0 bits
pç:	repeticiones 3		P= 2.9603607692990853e-05	I= 15.043867471432986 bits
pd:	repeticiones 0		P= 0.0	I= 0 bits
pe:	repeticiones 542		P= 0.005348385123200347	I= 7.54668093080027 bits
pf:	repeticiones 0		P= 0.0	I= 0 bits
pg:	repeticiones 0		P= 0.0	I= 0 bits
ph:	repeticiones 0		P= 0.0	I= 0 bits
pi:	repeticiones 77		P= 0.0007598259307867653	I= 10.36204343145924 bits
pj:	repeticiones 0		P= 0.0	I= 0 bits
pk:	repeticiones 0		P= 0.0	I= 0 bits
pl:	repeticiones 38		P= 0.00037497903077788415	I= 11.380902458710557 bits
pm:	repeticiones 0		P= 0.0	I= 0 bits
pn:	repeticiones 0		P= 0.0	I= 0 bits
po:	repeticiones 618		P= 0.006098343184756116	I= 7.357366944249766 bits
pp:	repeticiones 0		P= 0.0	I= 0 bits
pq:	repeticiones 0		P= 0.0	I= 0 bits
pr:	repeticiones 334		P= 0.0032958683231529818	I= 8.245125679680088 bits
ps:	repeticiones 2		P= 1.9735738461993903e-05	I= 15.628829972154142 bits
pt:	repeticiones 9		P= 8.881082307897256e-05	I= 13.45890497071183 bits
pu:	repeticiones 29		P= 0.00028616820769891157	I= 11.770848977026569 bits
pv:	repeticiones 0		P= 0.0	I= 0 bits
pw:	repeticiones 0		P= 0.0	I= 0 bits
px:	repeticiones 0		P= 0.0	I= 0 bits
py:	repeticiones 0		P= 0.0	I= 0 bits
pz:	repeticiones 0		P= 0.0	I= 0 bits
p&:	repeticiones 0		P= 0.0	I= 0 bits
qa:	repeticiones 0		P= 0.0	I= 0 bits
qb:	repeticiones 0		P= 0.0	I= 0 bits
qc:	repeticiones 0		P= 0.0	I= 0 bits
qç:	repeticiones 0		P= 0.0	I= 0 bits
qd:	repeticiones 0		P= 0.0	I= 0 bits
qe:	repeticiones 0		P= 0.0	I= 0 bits
qf:	repeticiones 0		P= 0.0	I= 0 bits
qg:	repeticiones 0		P= 0.0	I= 0 bits
qh:	repeticiones 0		P= 0.0	I= 0 bits
qi:	repeticiones 0		P= 0.0	I= 0 bits
qj:	repeticiones 0		P= 0.0	I= 0 bits
qk:	repeticiones 0		P= 0.0	I= 0 bits
ql:	repeticiones 0		P= 0.0	I= 0 bits
qm:	repeticiones 0		P= 0.0	I= 0 bits
qn:	repeticiones 0		P= 0.0	I= 0 bits
qo:	repeticiones 0		P= 0.0	I= 0 bits
qp:	repeticiones 0		P= 0.0	I= 0 bits
qq:	repeticiones 0		P= 0.0	I= 0 bits
qr:	repeticiones 0		P= 0.0	I= 0 bits
qs:	repeticiones 0		P= 0.0	I= 0 bits
qt:	repeticiones 0		P= 0.0	I= 0 bits
qu:	repeticiones 1163		P= 0.011476331915649453	I= 6.445194590680923 bits
qv:	repeticiones 0		P= 0.0	I= 0 bits
qw:	repeticiones 0		P= 0.0	I= 0 bits
qx:	repeticiones 0		P= 0.0	I= 0 bits
qy:	repeticiones 0		P= 0.0	I= 0 bits
qz:	repeticiones 0		P= 0.0	I= 0 bits
q&:	repeticiones 0		P= 0.0	I= 0 bits
ra:	repeticiones 1465		P= 0.014456428423410533	I= 6.112145022844531 bits
rb:	repeticiones 6		P= 5.9207215385981705e-05	I= 14.043867471432986 bits
rc:	repeticiones 62		P= 0.000611807892321811	I= 10.674633661767267 bits
rç:	repeticiones 9		P= 8.881082307897256e-05	I= 13.45890497071183 bits
rd:	repeticiones 131		P= 0.0012926908692606006	I= 9.595406970616692 bits
re:	repeticiones 785		P= 0.007746277346332606	I= 7.012281128375152 bits
rf:	repeticiones 10		P= 9.86786923099695e-05	I= 13.306901877266778 bits
rg:	repeticiones 81		P= 0.000799297407710753	I= 10.288979969269517 bits
rh:	repeticiones 0		P= 0.0	I= 0 bits
ri:	repeticiones 612		P= 0.006039135969370134	I= 7.37144212946149 bits
rj:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
rk:	repeticiones 0		P= 0.0	I= 0 bits
rl:	repeticiones 18		P= 0.00017762164615794512	I= 12.45890497071183 bits
rm:	repeticiones 139		P= 0.0013716338231085762	I= 9.509888899430633 bits
rn:	repeticiones 73		P= 0.0007203544538627774	I= 10.439005413274124 bits
ro:	repeticiones 609		P= 0.006009532361677143	I= 7.378531554247809 bits
rp:	repeticiones 18		P= 0.00017762164615794512	I= 12.45890497071183 bits
rq:	repeticiones 38		P= 0.00037497903077788415	I= 11.380902458710557 bits
rr:	repeticiones 135		P= 0.0013321623461845884	I= 9.55201437510331 bits
rs:	repeticiones 81		P= 0.000799297407710753	I= 10.288979969269517 bits
rt:	repeticiones 189		P= 0.0018650272846584238	I= 9.066587547933068 bits
ru:	repeticiones 51		P= 0.0005032613307808445	I= 10.956404630182645 bits
rv:	repeticiones 47		P= 0.0004637898538568567	I= 11.074241120476504 bits
rw:	repeticiones 0		P= 0.0	I= 0 bits
rx:	repeticiones 0		P= 0.0	I= 0 bits
ry:	repeticiones 0		P= 0.0	I= 0 bits
rz:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
r&:	repeticiones 1197		P= 0.01181183946950335	I= 6.40362253521064 bits
sa:	repeticiones 500		P= 0.004933934615498475	I= 7.663045687492054 bits
sb:	repeticiones 6		P= 5.9207215385981705e-05	I= 14.043867471432986 bits
sc:	repeticiones 158		P= 0.0015591233384975181	I= 9.325049223977038 bits
sç:	repeticiones 0		P= 0.0	I= 0 bits
sd:	repeticiones 24		P= 0.00023682886154392682	I= 12.043867471432986 bits
se:	repeticiones 1289		P= 0.01271968343875507	I= 6.29679342379249 bits
sf:	repeticiones 33		P= 0.00032563968462289935	I= 11.584435852795687 bits
sg:	repeticiones 6		P= 5.9207215385981705e-05	I= 14.043867471432986 bits
sh:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
si:	repeticiones 274		P= 0.0027037961692931646	I= 8.530797889193614 bits
sj:	repeticiones 0		P= 0.0	I= 0 bits
sk:	repeticiones 0		P= 0.0	I= 0 bits
sl:	repeticiones 14		P= 0.0001381501692339573	I= 12.821475050096538 bits
sm:	repeticiones 85		P= 0.0008387688846347408	I= 10.219439036016439 bits
sn:	repeticiones 8		P= 7.894295384797561e-05	I= 13.628829972154142 bits
so:	repeticiones 393		P= 0.0038780726077818017	I= 8.010444469895535 bits
sp:	repeticiones 206		P= 0.0020327810615853718	I= 8.942329444970923 bits
sq:	repeticiones 27		P= 0.00026643246923691765	I= 11.873942469990673 bits
sr:	repeticiones 7		P= 6.907508461697865e-05	I= 13.821475050096538 bits
ss:	repeticiones 542		P= 0.005348385123200347	I= 7.54668093080027 bits
st:	repeticiones 674		P= 0.006650943861691945	I= 7.232225190972283 bits
su:	repeticiones 180		P= 0.001776216461579451	I= 9.136976875824466 bits
sv:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
sw:	repeticiones 0		P= 0.0	I= 0 bits
sx:	repeticiones 0		P= 0.0	I= 0 bits
sy:	repeticiones 0		P= 0.0	I= 0 bits
sz:	repeticiones 0		P= 0.0	I= 0 bits
s&:	repeticiones 2243		P= 0.022133630685126162	I= 5.497616067067868 bits
ta:	repeticiones 990		P= 0.009769190538686981	I= 6.67754525718717 bits
tb:	repeticiones 0		P= 0.0	I= 0 bits
tc:	repeticiones 0		P= 0.0	I= 0 bits
tç:	repeticiones 0		P= 0.0	I= 0 bits
td:	repeticiones 0		P= 0.0	I= 0 bits
te:	repeticiones 934		P= 0.009216589861751152	I= 6.7615512324444795 bits
tf:	repeticiones 0		P= 0.0	I= 0 bits
tg:	repeticiones 0		P= 0.0	I= 0 bits
th:	repeticiones 0		P= 0.0	I= 0 bits
ti:	repeticiones 408		P= 0.004026090646246756	I= 7.956404630182646 bits
tj:	repeticiones 0		P= 0.0	I= 0 bits
tk:	repeticiones 0		P= 0.0	I= 0 bits
tl:	repeticiones 0		P= 0.0	I= 0 bits
tm:	repeticiones 3		P= 2.9603607692990853e-05	I= 15.043867471432986 bits
tn:	repeticiones 0		P= 0.0	I= 0 bits
to:	repeticiones 827		P= 0.008160727854034478	I= 6.937086452982866 bits
tp:	repeticiones 0		P= 0.0	I= 0 bits
tq:	repeticiones 0		P= 0.0	I= 0 bits
tr:	repeticiones 460		P= 0.004539219846258598	I= 7.783339921209766 bits
ts:	repeticiones 0		P= 0.0	I= 0 bits
tt:	repeticiones 0		P= 0.0	I= 0 bits
tu:	repeticiones 104		P= 0.001026258400023683	I= 9.928390254013049 bits
tv:	repeticiones 0		P= 0.0	I= 0 bits
tw:	repeticiones 0		P= 0.0	I= 0 bits
tx:	repeticiones 0		P= 0.0	I= 0 bits
ty:	repeticiones 0		P= 0.0	I= 0 bits
tz:	repeticiones 0		P= 0.0	I= 0 bits
t&:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
ua:	repeticiones 311		P= 0.0030689073308400516	I= 8.348059202023538 bits
ub:	repeticiones 48		P= 0.00047365772308785364	I= 11.043867471432986 bits
uc:	repeticiones 50		P= 0.0004933934615498476	I= 10.984973782379416 bits
uç:	repeticiones 6		P= 5.9207215385981705e-05	I= 14.043867471432986 bits
ud:	repeticiones 82		P= 0.00080916527694175	I= 10.271277967536058 bits
ue:	repeticiones 997		P= 0.00983826562330396	I= 6.667380277755945 bits
uf:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
ug:	repeticiones 15		P= 0.00014801803846495426	I= 12.721939376545622 bits
uh:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
ui:	repeticiones 209		P= 0.0020623846692783628	I= 8.921470840073258 bits
uj:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
uk:	repeticiones 0		P= 0.0	I= 0 bits
ul:	repeticiones 287		P= 0.002832078469296125	I= 8.463923045478452 bits
um:	repeticiones 511		P= 0.005042481177039442	I= 7.6316504912165195 bits
un:	repeticiones 201		P= 0.001983441715430387	I= 8.977778280975212 bits
uo:	repeticiones 26		P= 0.00025656460000592074	I= 11.928390254013049 bits
up:	repeticiones 38		P= 0.00037497903077788415	I= 11.380902458710557 bits
uq:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
ur:	repeticiones 227		P= 0.002240006315436308	I= 8.802281484863226 bits
us:	repeticiones 201		P= 0.001983441715430387	I= 8.977778280975212 bits
ut:	repeticiones 201		P= 0.001983441715430387	I= 8.977778280975212 bits
uu:	repeticiones 2		P= 1.9735738461993903e-05	I= 15.628829972154142 bits
uv:	repeticiones 70		P= 0.0006907508461697865	I= 10.499546955209174 bits
uw:	repeticiones 0		P= 0.0	I= 0 bits
ux:	repeticiones 8		P= 7.894295384797561e-05	I= 13.628829972154142 bits
uy:	repeticiones 0		P= 0.0	I= 0 bits
uz:	repeticiones 25		P= 0.0002466967307749238	I= 11.984973782379416 bits
u&:	repeticiones 647		P= 0.0063845113924550275	I= 7.291208070161634 bits
va:	repeticiones 388		P= 0.003828733261626817	I= 8.028917129967013 bits
vb:	repeticiones 0		P= 0.0	I= 0 bits
vc:	repeticiones 0		P= 0.0	I= 0 bits
vç:	repeticiones 0		P= 0.0	I= 0 bits
vd:	repeticiones 0		P= 0.0	I= 0 bits
ve:	repeticiones 484		P= 0.004776048707802524	I= 7.709966734879547 bits
vf:	repeticiones 0		P= 0.0	I= 0 bits
vg:	repeticiones 0		P= 0.0	I= 0 bits
vh:	repeticiones 0		P= 0.0	I= 0 bits
vi:	repeticiones 285		P= 0.002812342730834131	I= 8.474011863102037 bits
vj:	repeticiones 0		P= 0.0	I= 0 bits
vk:	repeticiones 0		P= 0.0	I= 0 bits
vl:	repeticiones 0		P= 0.0	I= 0 bits
vm:	repeticiones 0		P= 0.0	I= 0 bits
vn:	repeticiones 0		P= 0.0	I= 0 bits
vo:	repeticiones 170		P= 0.0016775377692694817	I= 9.219439036016439 bits
vp:	repeticiones 0		P= 0.0	I= 0 bits
vq:	repeticiones 0		P= 0.0	I= 0 bits
vr:	repeticiones 42		P= 0.00041445050770187194	I= 11.236512549375382 bits
vs:	repeticiones 0		P= 0.0	I= 0 bits
vt:	repeticiones 0		P= 0.0	I= 0 bits
vu:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
vv:	repeticiones 0		P= 0.0	I= 0 bits
vw:	repeticiones 0		P= 0.0	I= 0 bits
vx:	repeticiones 0		P= 0.0	I= 0 bits
vy:	repeticiones 0		P= 0.0	I= 0 bits
vz:	repeticiones 0		P= 0.0	I= 0 bits
v&:	repeticiones 0		P= 0.0	I= 0 bits
wa:	repeticiones 0		P= 0.0	I= 0 bits
wb:	repeticiones 0		P= 0.0	I= 0 bits
wc:	repeticiones 0		P= 0.0	I= 0 bits
wç:	repeticiones 0		P= 0.0	I= 0 bits
wd:	repeticiones 0		P= 0.0	I= 0 bits
we:	repeticiones 0		P= 0.0	I= 0 bits
wf:	repeticiones 0		P= 0.0	I= 0 bits
wg:	repeticiones 0		P= 0.0	I= 0 bits
wh:	repeticiones 0		P= 0.0	I= 0 bits
wi:	repeticiones 0		P= 0.0	I= 0 bits
wj:	repeticiones 0		P= 0.0	I= 0 bits
wk:	repeticiones 0		P= 0.0	I= 0 bits
wl:	repeticiones 0		P= 0.0	I= 0 bits
wm:	repeticiones 0		P= 0.0	I= 0 bits
wn:	repeticiones 0		P= 0.0	I= 0 bits
wo:	repeticiones 0		P= 0.0	I= 0 bits
wp:	repeticiones 0		P= 0.0	I= 0 bits
wq:	repeticiones 0		P= 0.0	I= 0 bits
wr:	repeticiones 0		P= 0.0	I= 0 bits
ws:	repeticiones 0		P= 0.0	I= 0 bits
wt:	repeticiones 0		P= 0.0	I= 0 bits
wu:	repeticiones 0		P= 0.0	I= 0 bits
wv:	repeticiones 0		P= 0.0	I= 0 bits
ww:	repeticiones 0		P= 0.0	I= 0 bits
wx:	repeticiones 0		P= 0.0	I= 0 bits
wy:	repeticiones 0		P= 0.0	I= 0 bits
wz:	repeticiones 0		P= 0.0	I= 0 bits
w&:	repeticiones 0		P= 0.0	I= 0 bits
xa:	repeticiones 70		P= 0.0006907508461697865	I= 10.499546955209174 bits
xb:	repeticiones 0		P= 0.0	I= 0 bits
xc:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
xç:	repeticiones 0		P= 0.0	I= 0 bits
xd:	repeticiones 0		P= 0.0	I= 0 bits
xe:	repeticiones 24		P= 0.00023682886154392682	I= 12.043867471432986 bits
xf:	repeticiones 0		P= 0.0	I= 0 bits
xg:	repeticiones 0		P= 0.0	I= 0 bits
xh:	repeticiones 0		P= 0.0	I= 0 bits
xi:	repeticiones 36		P= 0.00035524329231589023	I= 11.45890497071183 bits
xj:	repeticiones 0		P= 0.0	I= 0 bits
xk:	repeticiones 0		P= 0.0	I= 0 bits
xl:	repeticiones 0		P= 0.0	I= 0 bits
xm:	repeticiones 0		P= 0.0	I= 0 bits
xn:	repeticiones 0		P= 0.0	I= 0 bits
xo:	repeticiones 30		P= 0.0002960360769299085	I= 11.721939376545622 bits
xp:	repeticiones 20		P= 0.000197357384619939	I= 12.306901877266778 bits
xq:	repeticiones 0		P= 0.0	I= 0 bits
xr:	repeticiones 0		P= 0.0	I= 0 bits
xs:	repeticiones 0		P= 0.0	I= 0 bits
xt:	repeticiones 7		P= 6.907508461697865e-05	I= 13.821475050096538 bits
xu:	repeticiones 3		P= 2.9603607692990853e-05	I= 15.043867471432986 bits
xv:	repeticiones 0		P= 0.0	I= 0 bits
xw:	repeticiones 0		P= 0.0	I= 0 bits
xx:	repeticiones 0		P= 0.0	I= 0 bits
xy:	repeticiones 0		P= 0.0	I= 0 bits
xz:	repeticiones 0		P= 0.0	I= 0 bits
x&:	repeticiones 0		P= 0.0	I= 0 bits
ya:	repeticiones 0		P= 0.0	I= 0 bits
yb:	repeticiones 0		P= 0.0	I= 0 bits
yc:	repeticiones 0		P= 0.0	I= 0 bits
yç:	repeticiones 0		P= 0.0	I= 0 bits
yd:	repeticiones 0		P= 0.0	I= 0 bits
ye:	repeticiones 0		P= 0.0	I= 0 bits
yf:	repeticiones 0		P= 0.0	I= 0 bits
yg:	repeticiones 0		P= 0.0	I= 0 bits
yh:	repeticiones 0		P= 0.0	I= 0 bits
yi:	repeticiones 0		P= 0.0	I= 0 bits
yj:	repeticiones 0		P= 0.0	I= 0 bits
yk:	repeticiones 0		P= 0.0	I= 0 bits
yl:	repeticiones 0		P= 0.0	I= 0 bits
ym:	repeticiones 0		P= 0.0	I= 0 bits
yn:	repeticiones 0		P= 0.0	I= 0 bits
yo:	repeticiones 0		P= 0.0	I= 0 bits
yp:	repeticiones 0		P= 0.0	I= 0 bits
yq:	repeticiones 0		P= 0.0	I= 0 bits
yr:	repeticiones 0		P= 0.0	I= 0 bits
ys:	repeticiones 0		P= 0.0	I= 0 bits
yt:	repeticiones 0		P= 0.0	I= 0 bits
yu:	repeticiones 0		P= 0.0	I= 0 bits
yv:	repeticiones 0		P= 0.0	I= 0 bits
yw:	repeticiones 0		P= 0.0	I= 0 bits
yx:	repeticiones 0		P= 0.0	I= 0 bits
yy:	repeticiones 0		P= 0.0	I= 0 bits
yz:	repeticiones 0		P= 0.0	I= 0 bits
y&:	repeticiones 0		P= 0.0	I= 0 bits
za:	repeticiones 35		P= 0.00034537542308489327	I= 11.499546955209174 bits
zb:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
zc:	repeticiones 0		P= 0.0	I= 0 bits
zç:	repeticiones 0		P= 0.0	I= 0 bits
zd:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
ze:	repeticiones 111		P= 0.0010953334846406616	I= 9.834414105804035 bits
zf:	repeticiones 0		P= 0.0	I= 0 bits
zg:	repeticiones 0		P= 0.0	I= 0 bits
zh:	repeticiones 0		P= 0.0	I= 0 bits
zi:	repeticiones 74		P= 0.0007302223230937744	I= 10.41937660652519 bits
zj:	repeticiones 0		P= 0.0	I= 0 bits
zk:	repeticiones 0		P= 0.0	I= 0 bits
zl:	repeticiones 0		P= 0.0	I= 0 bits
zm:	repeticiones 3		P= 2.9603607692990853e-05	I= 15.043867471432986 bits
zn:	repeticiones 0		P= 0.0	I= 0 bits
zo:	repeticiones 9		P= 8.881082307897256e-05	I= 13.45890497071183 bits
zp:	repeticiones 0		P= 0.0	I= 0 bits
zq:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
zr:	repeticiones 0		P= 0.0	I= 0 bits
zs:	repeticiones 3		P= 2.9603607692990853e-05	I= 15.043867471432986 bits
zt:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
zu:	repeticiones 1		P= 9.867869230996951e-06	I= 16.62882997215414 bits
zv:	repeticiones 0		P= 0.0	I= 0 bits
zw:	repeticiones 0		P= 0.0	I= 0 bits
zx:	repeticiones 0		P= 0.0	I= 0 bits
zy:	repeticiones 0		P= 0.0	I= 0 bits
zz:	repeticiones 0		P= 0.0	I= 0 bits
z&:	repeticiones 128		P= 0.0012630872615676098	I= 9.628829972154142 bits
&a:	repeticiones 2027		P= 0.020002170931230818	I= 5.643699598687243 bits
&b:	repeticiones 184		P= 0.0018156879385034389	I= 9.105268016097128 bits
&c:	repeticiones 1327		P= 0.013094662469532954	I= 6.254877316783948 bits
&ç:	repeticiones 0		P= 0.0	I= 0 bits
&d:	repeticiones 1812		P= 0.017880579046566474	I= 5.805462732107906 bits
&e:	repeticiones 1645		P= 0.016232644884989985	I= 5.944958103531538 bits
&f:	repeticiones 455		P= 0.004489880500103613	I= 7.799107237068083 bits
&g:	repeticiones 105		P= 0.0010361262692546798	I= 9.914584454488018 bits
&h:	repeticiones 181		P= 0.0017860843308104481	I= 9.128984085070936 bits
&i:	repeticiones 293		P= 0.0028912856846821065	I= 8.434073117731893 bits
&j:	repeticiones 106		P= 0.0010459941384856769	I= 9.900909517590941 bits
&k:	repeticiones 0		P= 0.0	I= 0 bits
&l:	repeticiones 385		P= 0.003799129653933826	I= 8.040115336571878 bits
&m:	repeticiones 982		P= 0.009690247584839006	I= 6.6892507578394484 bits
&n:	repeticiones 874		P= 0.008624517707891336	I= 6.857340502653543 bits
&o:	repeticiones 1249		P= 0.012324968669515192	I= 6.3422722105461835 bits
&p:	repeticiones 1269		P= 0.01252232605413513	I= 6.319353618313035 bits
&q:	repeticiones 884		P= 0.008723196400201305	I= 6.84092741276271 bits
&r:	repeticiones 329		P= 0.0032465289769979967	I= 8.2668861984189 bits
&s:	repeticiones 1158		P= 0.01142699256949447	I= 6.451410434164905 bits
&t:	repeticiones 731		P= 0.007213412407858771	I= 7.115102376201704 bits
&u:	repeticiones 403		P= 0.0039767513000917715	I= 7.974193943626174 bits
&v:	repeticiones 452		P= 0.004460276892410622	I= 7.808651009738954 bits
&w:	repeticiones 0		P= 0.0	I= 0 bits
&x:	repeticiones 0		P= 0.0	I= 0 bits
&y:	repeticiones 0		P= 0.0	I= 0 bits
&z:	repeticiones 4		P= 3.9471476923987806e-05	I= 14.628829972154142 bits
&&:	repeticiones 5		P= 4.933934615498475e-05	I= 14.306901877266778 bits
